postcode,offence_division,offence_subdivision,offence_subgroup,offence_count
3340,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,40
3340,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,65
3340,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,190
3340,B Property and deception offences,B40 Theft,B43 Steal from a retail store,133
3340,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,6
3340,B Property and deception offences,B40 Theft,B49 Other theft,195
3341,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,3
3341,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,5
3341,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,4
3341,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,4
3341,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,20
3341,B Property and deception offences,B40 Theft,B49 Other theft,17
3342,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,3
3342,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,12
3342,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,8
3342,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,14
3342,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,23
3342,B Property and deception offences,B40 Theft,B43 Steal from a retail store,4
3342,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
3342,B Property and deception offences,B40 Theft,B49 Other theft,54
3345,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3345,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3345,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,3
3345,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,8
3345,B Property and deception offences,B40 Theft,B49 Other theft,4
3350,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,30
3350,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,2
3350,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,85
3350,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3
3350,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,1
3350,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,223
3350,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,224
3350,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,363
3350,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,789
3350,B Property and deception offences,B40 Theft,B43 Steal from a retail store,561
3350,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,43
3350,B Property and deception offences,B40 Theft,B49 Other theft,526
3351,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2
3351,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,8
3351,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,38
3351,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,36
3351,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,46
3351,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,50
3351,B Property and deception offences,B40 Theft,B43 Steal from a retail store,43
3351,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,3
3351,B Property and deception offences,B40 Theft,B49 Other theft,96
3352,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3
3352,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,17
3352,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
3352,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,79
3352,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,41
3352,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,103
3352,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,123
3352,B Property and deception offences,B40 Theft,B43 Steal from a retail store,32
3352,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,3
3352,B Property and deception offences,B40 Theft,B49 Other theft,170
3355,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,6
3355,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,18
3355,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,72
3355,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,88
3355,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,133
3355,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,363
3355,B Property and deception offences,B40 Theft,B43 Steal from a retail store,252
3355,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,14
3355,B Property and deception offences,B40 Theft,B49 Other theft,191
3356,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,4
3356,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,30
3356,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
3356,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,64
3356,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,69
3356,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,106
3356,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,201
3356,B Property and deception offences,B40 Theft,B43 Steal from a retail store,113
3356,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,6
3356,B Property and deception offences,B40 Theft,B49 Other theft,187
3357,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3357,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,4
3357,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,7
3357,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,18
3357,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,10
3357,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,15
3357,B Property and deception offences,B40 Theft,B49 Other theft,19
3358,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,5
3358,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,28
3358,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3358,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,32
3358,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,62
3358,B Property and deception offences,B40 Theft,B43 Steal from a retail store,10
3358,B Property and deception offences,B40 Theft,B49 Other theft,30
3360,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3360,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3360,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3360,B Property and deception offences,B40 Theft,B49 Other theft,3
3361,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,5
3361,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,6
3361,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,5
3361,B Property and deception offences,B40 Theft,B49 Other theft,5
3363,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2
3363,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,4
3363,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,18
3363,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,19
3363,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,26
3363,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,71
3363,B Property and deception offences,B40 Theft,B43 Steal from a retail store,10
3363,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2
3363,B Property and deception offences,B40 Theft,B49 Other theft,43
3364,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,10
3364,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,5
3364,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,6
3364,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,10
3364,B Property and deception offences,B40 Theft,B49 Other theft,4
3370,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,4
3370,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,3
3370,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,4
3370,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,7
3370,B Property and deception offences,B40 Theft,B49 Other theft,11
3371,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3371,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,7
3371,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3371,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,5
3371,B Property and deception offences,B40 Theft,B49 Other theft,4
3373,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3373,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,10
3373,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,17
3373,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,16
3373,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,28
3373,B Property and deception offences,B40 Theft,B43 Steal from a retail store,11
3373,B Property and deception offences,B40 Theft,B49 Other theft,32
3374,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,5
3374,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,3
3374,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,4
3374,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3374,B Property and deception offences,B40 Theft,B49 Other theft,15
3375,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2
3375,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3375,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,2
3375,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,5
3375,B Property and deception offences,B40 Theft,B49 Other theft,7
3377,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2
3377,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,12
3377,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,57
3377,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,46
3377,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,48
3377,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,75
3377,B Property and deception offences,B40 Theft,B43 Steal from a retail store,57
3377,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,9
3377,B Property and deception offences,B40 Theft,B49 Other theft,107
3378,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3378,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,3
3378,B Property and deception offences,B40 Theft,B49 Other theft,1
3379,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,6
3379,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3379,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,5
3379,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,8
3379,B Property and deception offences,B40 Theft,B49 Other theft,10
3380,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3380,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,5
3380,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,16
3380,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,15
3380,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,26
3380,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,18
3380,B Property and deception offences,B40 Theft,B43 Steal from a retail store,21
3380,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,4
3380,B Property and deception offences,B40 Theft,B49 Other theft,50
3381,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2
3381,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,4
3381,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3381,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,3
3381,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2
3381,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
3381,B Property and deception offences,B40 Theft,B49 Other theft,9
3384,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3384,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,3
3384,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,4
3384,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3384,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3384,B Property and deception offences,B40 Theft,B49 Other theft,7
3385,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2
3385,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,3
3385,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,2
3385,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,3
3385,B Property and deception offences,B40 Theft,B49 Other theft,16
3387,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2
3387,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2
3387,B Property and deception offences,B40 Theft,B49 Other theft,4
3388,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3388,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3388,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3388,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,5
3390,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3390,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3390,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,5
3390,B Property and deception offences,B40 Theft,B49 Other theft,2
3391,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3391,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3391,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3392,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3392,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,3
3392,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1
3392,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3392,B Property and deception offences,B40 Theft,B49 Other theft,3
3393,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2
3393,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,7
3393,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,10
3393,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,7
3393,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,15
3393,B Property and deception offences,B40 Theft,B43 Steal from a retail store,2
3393,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,3
3393,B Property and deception offences,B40 Theft,B49 Other theft,35
3395,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3395,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3395,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3395,B Property and deception offences,B40 Theft,B49 Other theft,5
3396,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3396,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3396,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,2
3396,B Property and deception offences,B40 Theft,B49 Other theft,3
3400,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3
3400,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
3400,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,5
3400,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,35
3400,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,18
3400,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,35
3400,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,63
3400,B Property and deception offences,B40 Theft,B43 Steal from a retail store,110
3400,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,23
3400,B Property and deception offences,B40 Theft,B49 Other theft,94
3401,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3401,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,4
3401,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,11
3401,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,11
3401,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,10
3401,B Property and deception offences,B40 Theft,B49 Other theft,19
3407,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2
3407,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3407,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,2
3407,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2
3407,B Property and deception offences,B40 Theft,B49 Other theft,2
3409,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3409,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3409,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3409,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3409,B Property and deception offences,B40 Theft,B49 Other theft,1
3412,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3412,B Property and deception offences,B40 Theft,B49 Other theft,3
3414,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2
3414,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,3
3414,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,3
3414,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,5
3414,B Property and deception offences,B40 Theft,B49 Other theft,10
3418,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3418,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,3
3418,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,3
3418,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3418,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,5
3418,B Property and deception offences,B40 Theft,B43 Steal from a retail store,4
3418,B Property and deception offences,B40 Theft,B49 Other theft,11
3419,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,3
3419,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3419,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3419,B Property and deception offences,B40 Theft,B49 Other theft,3
3420,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3420,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3420,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3420,B Property and deception offences,B40 Theft,B49 Other theft,9
3423,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,4
3423,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3423,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3423,B Property and deception offences,B40 Theft,B49 Other theft,5
3424,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
3424,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3424,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3424,B Property and deception offences,B40 Theft,B49 Other theft,5
3427,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,7
3427,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,4
3427,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,19
3427,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,4
3427,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,26
3427,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,75
3427,B Property and deception offences,B40 Theft,B43 Steal from a retail store,2
3427,B Property and deception offences,B40 Theft,B49 Other theft,50
3428,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3428,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,3
3428,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,6
3428,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,12
3428,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,14
3428,B Property and deception offences,B40 Theft,B49 Other theft,24
3429,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,15
3429,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,4
3429,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,20
3429,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,93
3429,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,60
3429,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1
3429,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,96
3429,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,337
3429,B Property and deception offences,B40 Theft,B43 Steal from a retail store,193
3429,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,11
3429,B Property and deception offences,B40 Theft,B49 Other theft,269
3430,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3430,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3430,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,7
3430,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,8
3430,B Property and deception offences,B40 Theft,B49 Other theft,8
3431,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,7
3431,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,5
3431,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,8
3431,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,10
3431,B Property and deception offences,B40 Theft,B43 Steal from a retail store,3
3431,B Property and deception offences,B40 Theft,B49 Other theft,8
3432,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3432,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3432,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2
3432,B Property and deception offences,B40 Theft,B49 Other theft,1
3433,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3433,B Property and deception offences,B40 Theft,B49 Other theft,6
3434,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3434,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3434,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,5
3434,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,8
3434,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,6
3434,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,13
3434,B Property and deception offences,B40 Theft,B43 Steal from a retail store,7
3434,B Property and deception offences,B40 Theft,B49 Other theft,17
3435,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3435,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3435,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,9
3435,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,11
3435,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,12
3435,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,22
3435,B Property and deception offences,B40 Theft,B49 Other theft,22
3437,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2
3437,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
3437,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,3
3437,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
3437,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,17
3437,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,13
3437,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,18
3437,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,25
3437,B Property and deception offences,B40 Theft,B43 Steal from a retail store,31
3437,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2
3437,B Property and deception offences,B40 Theft,B49 Other theft,87
3438,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3438,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,6
3438,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,5
3438,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,9
3438,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,13
3438,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2
3438,B Property and deception offences,B40 Theft,B49 Other theft,13
3440,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3440,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2
3440,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,5
3440,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,6
3440,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,5
3440,B Property and deception offences,B40 Theft,B43 Steal from a retail store,2
3440,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,4
3440,B Property and deception offences,B40 Theft,B49 Other theft,20
3441,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,3
3441,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3441,B Property and deception offences,B40 Theft,B49 Other theft,1
3442,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2
3442,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,4
3442,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,8
3442,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,8
3442,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,11
3442,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,23
3442,B Property and deception offences,B40 Theft,B43 Steal from a retail store,31
3442,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,6
3442,B Property and deception offences,B40 Theft,B49 Other theft,58
3444,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2
3444,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2
3444,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
